"Condition" "Batch" "Effect" "Strain" "Nuclear" "Mito" "Replicate" "WORMLENGTH" "n" "PHENO" "Status"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 9 762.945112535297 21 792.511524318337 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4338" "ECA1298" "ECA2602" 7 798.571941428388 22 828.138353211428 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4343" "ECA1298" "ECA1298" 7 764.171522889674 12 793.737934672714 "Matched"
"20C" 4042024 -29.5664117830403 "QG4338" "ECA1298" "ECA2602" 6 806.403153334996 26 835.969565118036 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4352" "ECA1298" "ECA1493" 4 780.598272155981 19 810.164683939021 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 6 778.709645439769 17 808.276057222809 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4299" "ECA2602" "ECA2367" 3 795.428856764531 9 824.995268547571 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4290" "ECA2602" "ECA2546" 5 822.651970529367 14 852.218382312407 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 7 800.474360547644 15 830.040772330684 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 8 794.621046732425 23 824.187458515465 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4301" "ECA2602" "ECA1493" 7 810.878996508923 17 840.445408291963 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4352" "ECA1298" "ECA1493" 2 782.956482068281 28 812.522893851321 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4341" "ECA1298" "ECA2546" 5 640.818871715212 7 670.385283498252 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 5 830.891907833685 17 860.458319616725 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 1 821.847018600022 15 851.413430383062 "Matched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 7 773.75041318308 12 803.31682496612 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 8 805.641187439739 24 835.207599222779 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 6 831.962194651963 11 861.528606435003 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 7 848.130803529149 9 877.697215312189 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4350" "ECA1298" "ECA2367" 2 808.002734768125 12 837.569146551165 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4350" "ECA1298" "ECA2367" 4 776.555666662288 8 806.122078445328 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4295" "ECA2602" "ECA1229" 1 881.38796980333 14 910.95438158637 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4350" "ECA1298" "ECA2367" 5 773.706109570452 11 803.272521353492 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4350" "ECA1298" "ECA2367" 6 740.986550349572 7 770.552962132612 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4352" "ECA1298" "ECA1493" 1 820.754213778218 13 850.320625561258 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 12 810.743088103122 22 840.309499886162 "Matched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 13 822.723275756633 12 852.289687539673 "Matched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 14 809.927973457478 14 839.494385240518 "Matched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 1 857.649609084967 33 887.216020868007 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 2 841.621848436904 26 871.188260219944 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 3 767.469125135172 21 797.035536918212 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 4 819.783631199898 15 849.350042982938 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 5 876.22804803096 19 905.794459814 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 10 844.671978514168 23 874.238390297208 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4301" "ECA2602" "ECA1493" 3 842.561065088205 10 872.127476871245 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 8 795.83400843499 25 825.40042021803 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4338" "ECA1298" "ECA2602" 3 828.356168293003 14 857.922580076043 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4338" "ECA1298" "ECA2602" 4 809.57737785613 28 839.14378963917 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4338" "ECA1298" "ECA2602" 5 794.006368153679 21 823.572779936719 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 1 772.064441240775 15 801.630853023815 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 2 820.153792396315 16 849.720204179355 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 3 835.284129627494 26 864.850541410534 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 4 728.262259355722 19 757.828671138762 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4420" "ECA2546" "ECA1493" 1 840.079082750165 7 869.645494533205 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4420" "ECA2546" "ECA1493" 2 807.033686236432 15 836.600098019472 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4420" "ECA2546" "ECA1493" 3 851.025302462228 9 880.591714245268 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4420" "ECA2546" "ECA1493" 4 853.906582661838 6 883.472994444878 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4420" "ECA2546" "ECA1493" 5 766.372501908444 18 795.938913691484 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 11 791.215124819382 10 820.781536602422 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4420" "ECA2546" "ECA1493" 7 827.75296950802 11 857.31938129106 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 12 792.306553711687 23 821.872965494727 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 13 835.876427222959 22 865.442839005999 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4346" "ECA1298" "ECA1229" 14 782.295138916183 15 811.861550699223 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4341" "ECA1298" "ECA2546" 7 739.404814360064 15 768.971226143104 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 3 822.044069516791 13 851.610481299831 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 4 909.22184440504 13 938.78825618808 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 5 861.100317412908 17 890.666729195948 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 1 663.555177226321 29 693.121589009361 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 2 688.103150987879 25 717.669562770919 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 8 879.814502949707 16 909.380914732747 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4350" "ECA1298" "ECA2367" 3 775.460111976969 8 805.026523760009 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 5 708.734135407663 22 738.300547190703 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4301" "ECA2602" "ECA1493" 4 714.503121584422 10 744.069533367462 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4301" "ECA2602" "ECA1493" 5 857.047592883004 11 886.614004666044 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4301" "ECA2602" "ECA1493" 6 733.082311487833 11 762.648723270873 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 9 731.677855176186 23 761.244266959226 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 10 686.171325856669 21 715.737737639709 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 11 683.544362923949 20 713.110774706989 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 12 717.467874516748 20 747.034286299788 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 13 710.152091026044 23 739.718502809084 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4352" "ECA1298" "ECA1493" 6 809.150948017594 6 838.717359800634 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4352" "ECA1298" "ECA1493" 7 843.46609260181 16 873.03250438485 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4352" "ECA1298" "ECA1493" 8 776.751518587289 17 806.317930370329 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 6 823.28716060095 22 852.85357238399 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4418" "ECA2546" "ECA2367" 7 835.227172589095 23 864.793584372135 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4295" "ECA2602" "ECA1229" 12 739.60461204145 23 769.17102382449 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4295" "ECA2602" "ECA1229" 13 801.673462870221 19 831.239874653261 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4295" "ECA2602" "ECA1229" 14 792.868921620674 14 822.435333403714 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4443" "ECA1493" "ECA2546" 1 706.219189057439 24 735.785600840479 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4443" "ECA1493" "ECA2546" 2 621.899154413725 19 651.465566196765 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4443" "ECA1493" "ECA2546" 3 764.964979606134 11 794.531391389174 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4406" "ECA2546" "ECA2602" 2 834.952965629759 11 864.519377412799 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4406" "ECA2546" "ECA2602" 3 822.671155339283 9 852.237567122323 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4406" "ECA2546" "ECA2602" 4 860.529308737738 9 890.095720520778 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4406" "ECA2546" "ECA2602" 5 909.456933479855 12 939.023345262895 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4406" "ECA2546" "ECA2602" 6 850.095549289116 8 879.661961072156 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4406" "ECA2546" "ECA2602" 7 853.468898093306 15 883.035309876346 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4406" "ECA2546" "ECA2602" 8 886.653475999171 12 916.219887782211 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4420" "ECA2546" "ECA1493" 6 815.143279087243 11 844.709690870283 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4299" "ECA2602" "ECA2367" 5 796.059781414628 12 825.626193197668 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4299" "ECA2602" "ECA2367" 6 644.625592224258 9 674.192004007298 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4299" "ECA2602" "ECA2367" 7 634.400126992131 7 663.966538775171 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4299" "ECA2602" "ECA2367" 8 749.660050353959 8 779.226462136999 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 2 873.98160136128 14 903.54801314432 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4445" "ECA1493" "ECA1298" 1 651.413638909428 11 680.980050692468 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4445" "ECA1493" "ECA1298" 2 684.310641019677 8 713.877052802717 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 2 805.189979920399 18 834.756391703439 "Matched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 3 861.617452166918 24 891.183863949958 "Matched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 4 867.416029876399 14 896.982441659439 "Matched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 3 703.913802385986 28 733.480214169026 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 4 735.234353290997 27 764.800765074037 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 7 883.800937234738 22 913.367349017778 "Matched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 6 677.17648334372 32 706.74289512676 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 7 723.601128179245 25 753.167539962285 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4440" "ECA1493" "ECA2602" 8 681.740761020618 28 711.307172803658 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 11 800.389489862352 15 829.955901645392 "Matched"
"20C" 4042024 -29.5664117830403 "QG4448" "ECA1493" "ECA1229" 1 679.345858932895 18 708.912270715935 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4448" "ECA1493" "ECA1229" 2 672.281989192602 18 701.848400975642 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4448" "ECA1493" "ECA1229" 3 711.280936802182 12 740.847348585222 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4448" "ECA1493" "ECA1229" 4 698.527879516704 13 728.094291299744 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4448" "ECA1493" "ECA1229" 5 613.26461308495 17 642.83102486799 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4448" "ECA1493" "ECA1229" 6 721.720785795259 14 751.287197578299 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4448" "ECA1493" "ECA1229" 7 774.901752051112 12 804.468163834152 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4295" "ECA2602" "ECA1229" 10 844.90605456611 26 874.47246634915 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4295" "ECA2602" "ECA1229" 11 798.537660510642 15 828.104072293682 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4338" "ECA1298" "ECA2602" 1 810.907392148772 31 840.473803931812 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4338" "ECA1298" "ECA2602" 2 829.583150326055 33 859.149562109095 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 1 782.732881698786 22 812.299293481826 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 2 778.020776579208 12 807.587188362248 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 3 777.343057364551 14 806.909469147591 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4411" "ECA2546" "ECA1298" 4 823.978847704897 16 853.545259487937 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4452" "ECA1493" "ECA2367" 1 683.700151045615 21 713.266562828655 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4452" "ECA1493" "ECA2367" 2 735.311928728899 13 764.878340511939 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4452" "ECA1493" "ECA2367" 3 695.399698827536 17 724.966110610576 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4452" "ECA1493" "ECA2367" 4 720.835512623296 17 750.401924406336 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4452" "ECA1493" "ECA2367" 5 683.977023939287 17 713.543435722327 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4452" "ECA1493" "ECA2367" 6 682.120661595107 9 711.687073378147 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4452" "ECA1493" "ECA2367" 7 675.016616189446 7 704.583027972486 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4299" "ECA2602" "ECA2367" 4 557.549086204239 9 587.115497987279 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4341" "ECA1298" "ECA2546" 1 708.189911251601 11 737.756323034641 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4341" "ECA1298" "ECA2546" 2 842.545522807788 13 872.111934590828 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4341" "ECA1298" "ECA2546" 3 791.488630932571 12 821.055042715611 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4341" "ECA1298" "ECA2546" 4 782.268958192029 23 811.835369975069 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4414" "ECA2546" "ECA1229" 1 887.110566249215 10 916.676978032255 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 1 674.724922794096 32 704.291334577136 "Matched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 2 614.446432383048 33 644.012844166088 "Matched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 3 651.611016249215 41 681.177428032255 "Matched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 4 639.991290444197 25 669.557702227237 "Matched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 5 677.464063411102 21 707.030475194142 "Matched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 6 691.35871661509 23 720.92512839813 "Matched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 7 625.689407251838 33 655.255819034878 "Matched"
"20C" 4042024 -29.5664117830403 "QG4454" "ECA1493" "ECA1493" 8 672.266223389633 19 701.832635172673 "Matched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 8 856.46584803096 15 886.032259814 "Matched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 9 850.431792148772 15 879.998203931812 "Matched"
"20C" 4042024 -29.5664117830403 "QG4409" "ECA2546" "ECA2546" 10 848.539924151941 10 878.106335934981 "Matched"
"20C" 4042024 -29.5664117830403 "QG4343" "ECA1298" "ECA1298" 1 708.109994347348 10 737.676406130388 "Matched"
"20C" 4042024 -29.5664117830403 "QG4343" "ECA1298" "ECA1298" 2 696.920494651963 19 726.486906435003 "Matched"
"20C" 4042024 -29.5664117830403 "QG4343" "ECA1298" "ECA1298" 3 793.094424170193 10 822.660835953233 "Matched"
"20C" 4042024 -29.5664117830403 "QG4343" "ECA1298" "ECA1298" 4 816.128282022689 16 845.694693805729 "Matched"
"20C" 4042024 -29.5664117830403 "QG4491" "ECA1229" "ECA2602" 1 820.882510805952 14 850.448922588992 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4491" "ECA1229" "ECA2602" 2 809.423120094252 10 838.989531877292 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4491" "ECA1229" "ECA2602" 3 876.193068600022 12 905.759480383062 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4491" "ECA1229" "ECA2602" 4 871.990593109446 12 901.557004892486 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4491" "ECA1229" "ECA2602" 5 797.664035407662 15 827.230447190702 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4491" "ECA1229" "ECA2602" 6 790.112170599857 10 819.678582382897 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4491" "ECA1229" "ECA2602" 7 913.799517412908 5 943.365929195948 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 1 761.16046908958 20 790.72688087262 "Matched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 2 798.57280835105 12 828.13922013409 "Matched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 3 770.087258773876 17 799.653670556916 "Matched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 4 762.934749194651 11 792.501160977691 "Matched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 5 820.011824521133 15 849.578236304173 "Matched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 6 739.266980158974 9 768.833391942014 "Matched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 7 705.418589726063 10 734.985001509103 "Matched"
"20C" 4042024 -29.5664117830403 "QG4287" "ECA2602" "ECA2602" 8 765.800458192029 13 795.366869975069 "Matched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 1 870.58770478084 19 900.15411656388 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 2 863.756918897335 17 893.323330680375 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 3 816.052921500482 21 845.619333283522 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 4 904.65786530464 22 934.22427708768 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 5 786.480958942625 16 816.047370725665 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 6 846.1415342722 19 875.70794605524 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 7 841.291352758494 12 870.857764541534 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4494" "ECA1229" "ECA2546" 8 849.689556500765 18 879.255968283805 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 1 865.298463591718 11 894.864875374758 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 2 767.510854219476 14 797.077266002516 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 3 777.544674636773 6 807.111086419813 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 4 785.608195564347 10 815.174607347387 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 5 733.860423689422 9 763.426835472462 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 6 813.935679091629 8 843.502090874669 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 7 799.858497989364 14 829.424909772404 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4292" "ECA2602" "ECA1298" 8 733.519642515889 17 763.086054298929 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4496" "ECA1229" "ECA1298" 1 792.319383243684 14 821.885795026724 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4496" "ECA1229" "ECA1298" 2 893.783470122059 15 923.349881905099 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4496" "ECA1229" "ECA1298" 3 863.339611108585 10 892.906022891625 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4496" "ECA1229" "ECA1298" 4 902.576786306258 10 932.143198089298 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4496" "ECA1229" "ECA1298" 5 855.493534258086 6 885.059946041126 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4496" "ECA1229" "ECA1298" 6 821.382002462227 9 850.948414245267 "Mismatched"
"20C" 4042024 -29.5664117830403 "QG4496" "ECA1229" "ECA1298" 7 833.223649656306 23 862.790061439346 "Mismatched"
