"Condition" "Strain" "Nuclear" "Mito" "Replicate" "Batch" "WORMLENGTH" "Status"
"25C" "QG4418" "ECA2546" "ECA2367" "G07" 2012021 1198.29178460232 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "G07" 2012021 1228.37971087776 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1077.70885761018 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1222.706097082 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1079.49800785711 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1105.32579534523 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1192.26949418154 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1222.20053064147 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1199.84999476339 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1098.90979229239 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1221.7521497765 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1215.82681683106 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1218.00205803965 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1224.59220480426 "Mismatched"
"25C" "QG4418" "ECA2546" "ECA2367" "H07" 2012021 1128.60179102007 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 977.660195105197 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 901.841136410199 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 994.723346170037 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 848.031099289191 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 963.38229709077 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 954.031312674949 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 874.182096769859 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 804.216441412619 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 930.108380832782 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 802.960542715962 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 805.104281446821 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 1004.96058591753 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 1010.46984677531 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 907.433907028078 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 1009.57441929329 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 958.730661023365 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 993.2191177456 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "A06" 2012021 831.037650811227 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 863.466337606084 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 821.992961793225 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 853.111889267772 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 949.807901727996 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 982.219953250032 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 995.762811912488 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 962.695599381807 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 835.842806610224 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 883.827925555862 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 1006.03487777994 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 1007.95252220252 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 988.170550963612 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 973.41715094019 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 911.75063714443 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 954.428482601741 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 983.260545468777 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 967.937452095111 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 982.870259937569 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "B06" 2012021 946.211568934945 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 949.558929342938 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 834.621901908612 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 896.996847919538 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 946.91379709077 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 887.28182786247 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 1003.64320361715 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 989.903294037924 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 1009.78496951679 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 943.151944986886 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "C06" 2012021 887.652456764531 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "D06" 2012021 934.015975914208 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "D06" 2012021 960.022066395407 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "D06" 2012021 940.388360571066 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "D06" 2012021 920.092909020799 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "D06" 2012021 980.313066463946 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "D06" 2012021 922.760268141722 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "D06" 2012021 944.596562399795 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "E06" 2012021 917.13024254808 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "E06" 2012021 976.871495345231 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "E06" 2012021 867.396844986887 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "E06" 2012021 995.765947878574 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "E06" 2012021 924.422291045503 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "E06" 2012021 997.88613165278 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "E06" 2012021 967.143433570163 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 984.876850963612 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 952.027789742161 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 842.04907614819 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 885.081814762725 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 885.968567065251 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 945.557804952685 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 981.814480250936 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 993.741033418555 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 854.877840109276 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 985.197828840975 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "F06" 2012021 922.95273528747 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 882.726107131647 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 886.603583123818 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 920.623413806448 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 916.05383764299 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 900.627137754507 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 906.256041966235 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 964.43320187161 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 939.470415085525 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "G06" 2012021 916.979624664747 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 982.695332728474 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 909.743656916916 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 906.7214473055 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 978.30922220252 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 911.539079096015 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 843.713156302876 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 948.53231795686 "Mismatched"
"25C" "QG4445" "ECA1493" "ECA1298" "H06" 2012021 857.466565188833 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 1042.61700116957 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 1032.08015228603 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 1065.83567371579 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 770.361490832695 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 698.150807251839 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 783.883964727179 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 1047.92086814172 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 709.335894792855 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 748.977398836307 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 1031.68644419366 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 1064.17949825446 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 758.698862256181 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "A12" 2012021 998.850836594777 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1007.24158463257 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 697.214503044073 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 700.739143129926 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 978.49826224741 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1009.21600834699 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 714.122754413725 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1051.21625630288 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1017.52611450368 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1048.51741126018 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 757.576648985185 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1083.04467901532 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 707.954685195448 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1017.28890248565 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1082.25185795165 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 990.474286347854 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "B12" 2012021 1025.40463468926 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 881.370830618051 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 954.23456765106 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 700.546721938175 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 1077.70885761018 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 1020.44861987514 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 752.664095843886 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 695.047886236432 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 753.190767771253 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 1058.0335594356 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 1080.6656413522 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 700.447944280885 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 991.849944309033 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 1041.39469944158 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 972.049719763715 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 925.433750349573 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 796.937647041154 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "C12" 2012021 1035.15009333589 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 1070.3790683531 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 985.441960542836 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 1052.99312909644 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 1098.74601192126 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 1068.16170185884 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 732.7092292841 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 879.378746723653 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 1034.05728851408 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 746.594349074459 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 1093.31448420069 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 757.015429737096 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 817.854226410286 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 1003.86793964366 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 880.514848612806 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "D12" 2012021 711.365768353098 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "E12" 2012021 714.716264727179 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "E12" 2012021 1048.40107174741 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "E12" 2012021 1030.2327623998 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "E12" 2012021 1092.26458809339 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "E12" 2012021 1097.02196112072 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "E12" 2012021 911.993016268675 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "E12" 2012021 1032.50983598951 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 1007.70109525327 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 964.096660631939 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 1046.65167741076 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 875.592235701305 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 1050.65114672365 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 742.584803099469 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 1066.89145340242 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 1074.27215630288 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "F12" 2012021 858.560767037021 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 986.373667607324 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 824.009876018224 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 1094.07902234354 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 712.853682546871 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 933.844257638414 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 774.842211459604 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 779.347732410783 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 1057.24442945436 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "G12" 2012021 1021.16270513054 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "H12" 2012021 891.913997672615 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "H12" 2012021 717.643937204853 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "H12" 2012021 1037.17497837761 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "H12" 2012021 1036.91123714443 "Mismatched"
"25C" "QG4491" "ECA1229" "ECA2602" "H12" 2012021 736.832724553327 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 701.284870671712 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 1046.96547303129 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 921.279208928838 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 860.180906727414 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 672.326155729802 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 798.382898836308 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 1084.73774791954 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 1016.66323312482 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 900.613433973161 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 912.525662564911 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "A02" 2012021 902.391349656306 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 998.491081004626 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 749.44555094019 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 915.160676657209 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 1054.89083236337 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 1071.20939638873 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 988.145286195469 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 1019.90014556873 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 690.707425246593 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 744.302768353098 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 1074.93422335744 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 1031.12576954021 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "B02" 2012021 765.157768080522 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 673.998966463946 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 1025.04001481486 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 1062.65556646395 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 1062.58975139307 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 714.128309219885 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 1060.09972789272 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 748.389771253559 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 703.236793464849 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 1049.77577915453 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 666.980439495235 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "C02" 2012021 890.106699941353 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 961.075851892094 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 798.211336227565 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 734.381507251839 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 904.757764145333 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 692.824862256181 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 1007.22464007708 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 1054.1848055063 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "D02" 2012021 755.035072185098 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "E02" 2012021 1009.35626288968 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "E02" 2012021 1026.12689663132 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "E02" 2012021 1063.58753232338 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "E02" 2012021 1020.02337054275 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "E02" 2012021 793.099861706528 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "E02" 2012021 967.749419875136 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 989.175411912489 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 721.197360630501 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 1061.29715398426 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 1084.32151728395 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 1056.61906111195 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 1005.34441508552 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 709.339406088146 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 1062.6225868525 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "F02" 2012021 821.416280832782 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 875.873488675239 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 798.092026410287 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 717.719092301157 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 986.275424544556 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 1013.33328660633 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 989.521988807184 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 995.360474879478 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 1040.40715516742 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 1046.38686414533 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "G02" 2012021 788.304747919538 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "H02" 2012021 680.605748501385 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "H02" 2012021 1058.43144498689 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "H02" 2012021 994.292934825817 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "H02" 2012021 668.541785622393 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "H02" 2012021 894.928988659286 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "H02" 2012021 715.415356916915 "Mismatched"
"25C" "QG4494" "ECA1229" "ECA2546" "H02" 2012021 966.339631999285 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 838.998364718407 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 1040.17236349098 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 868.303711507293 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 861.234300023421 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 750.623158574455 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 1062.1870251586 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 1040.90299238104 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 682.321856302877 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 947.943596384768 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "A03" 2012021 677.477778698806 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "B03" 2012021 986.485585566587 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "B03" 2012021 1018.90704498689 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "B03" 2012021 945.820272774717 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "B03" 2012021 1014.73070118711 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 1082.19716059053 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 774.876489830159 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 881.035940281578 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 1081.79586051064 "Mismatched"
"25C" "QG4496" "ECA1229" "ECA1298" "C03" 2012021 679.41598620424 "Mismatched"
